Node_ID,Top_1,Top_2,Top_3,Top_4,Top_5
14291,"(3229, 0.7870625853538513)","(13772, 0.7778358459472656)","(3230, 0.7708204388618469)","(3228, 0.7661551833152771)","(13773, 0.757847011089325)"
14292,"(13772, 0.8617342114448547)","(3229, 0.8573048114776611)","(3230, 0.8506951928138733)","(13773, 0.8495662808418274)","(13770, 0.8476328253746033)"
14293,"(3229, 0.8840534090995789)","(13772, 0.878493070602417)","(13773, 0.8724435567855835)","(13770, 0.8691076636314392)","(3228, 0.8684585094451904)"
14294,"(3229, 0.8696257472038269)","(13772, 0.8649502396583557)","(3230, 0.8618130087852478)","(12493, 0.8514643907546997)","(3228, 0.8506495952606201)"
14295,"(3229, 0.8663334846496582)","(13772, 0.865326464176178)","(3230, 0.8581633567810059)","(13773, 0.855686366558075)","(13770, 0.8533337712287903)"
14296,"(7402, 0.9215199947357178)","(9072, 0.9182589650154114)","(9071, 0.9066213369369507)","(9070, 0.903740406036377)","(7401, 0.9021254181861877)"
14297,"(16684, 0.9681726694107056)","(16685, 0.9668856263160706)","(16686, 0.9668286442756653)","(3616, 0.9665625691413879)","(3167, 0.9112970232963562)"
14298,"(16684, 0.9645947813987732)","(16686, 0.9632300138473511)","(16685, 0.962981641292572)","(3616, 0.961997926235199)","(3167, 0.9048992991447449)"
14299,"(16684, 0.9633820652961731)","(16685, 0.9619771242141724)","(16686, 0.9619134068489075)","(3616, 0.9615572690963745)","(3167, 0.9046193361282349)"
14300,"(16684, 0.9675574898719788)","(16686, 0.966282069683075)","(16685, 0.9662264585494995)","(3616, 0.9655182361602783)","(3167, 0.9100767374038696)"
14301,"(16684, 0.9694010019302368)","(16686, 0.9682329297065735)","(16685, 0.9680349826812744)","(3616, 0.9673334956169128)","(3167, 0.9127395153045654)"
14302,"(16684, 0.9713848829269409)","(16685, 0.970412015914917)","(16686, 0.9702985882759094)","(3616, 0.9693504571914673)","(3167, 0.9164475202560425)"
14303,"(3014, 0.6591675877571106)","(3013, 0.6553893089294434)","(11149, 0.6483998894691467)","(14524, 0.6450915336608887)","(14523, 0.6445508003234863)"
14304,"(3014, 0.6431472301483154)","(3013, 0.6388212442398071)","(11149, 0.6324569582939148)","(14524, 0.6289753913879395)","(14523, 0.6283184289932251)"
14305,"(3014, 0.6451902985572815)","(3013, 0.641021728515625)","(11149, 0.6343344449996948)","(14524, 0.6301523447036743)","(14523, 0.6296555399894714)"
14306,"(3014, 0.6507238149642944)","(3013, 0.6465773582458496)","(11149, 0.6413975358009338)","(4034, 0.6375975012779236)","(4033, 0.6367039680480957)"
14307,"(3014, 0.650044858455658)","(3013, 0.6459789872169495)","(11149, 0.6388681530952454)","(4034, 0.63568514585495)","(14524, 0.6356483697891235)"
14308,"(3014, 0.64203280210495)","(3013, 0.637837827205658)","(11149, 0.6312229037284851)","(4034, 0.6274781227111816)","(14524, 0.6273431181907654)"
14309,"(3014, 0.6428539752960205)","(3013, 0.6387907266616821)","(11149, 0.6315979957580566)","(14524, 0.6283430457115173)","(4034, 0.6280276775360107)"
14310,"(3014, 0.640921950340271)","(3013, 0.636951208114624)","(11149, 0.6302995681762695)","(14524, 0.6261094212532043)","(14523, 0.6255025267601013)"
14311,"(3014, 0.6542701721191406)","(3013, 0.6502558588981628)","(11149, 0.6440052390098572)","(14524, 0.6401776075363159)","(4034, 0.639940083026886)"
14312,"(3014, 0.6404113173484802)","(3013, 0.6360816955566406)","(11149, 0.6297781467437744)","(14524, 0.6256853342056274)","(4034, 0.625609815120697)"
14313,"(3014, 0.6435799598693848)","(3013, 0.6395684480667114)","(11149, 0.6322587132453918)","(14524, 0.6295742392539978)","(4034, 0.6289582848548889)"
14314,"(3014, 0.6424396634101868)","(3013, 0.6383038759231567)","(11149, 0.6315181255340576)","(14524, 0.6287562847137451)","(14523, 0.6279811859130859)"
14315,"(14586, 0.8800734877586365)","(14583, 0.8734368681907654)","(14581, 0.8678840398788452)","(14582, 0.8615855574607849)","(14584, 0.8612197041511536)"
14316,"(14586, 0.8914403915405273)","(14583, 0.8818802237510681)","(14581, 0.8790330290794373)","(14585, 0.8744804263114929)","(14584, 0.8732349872589111)"
14317,"(14586, 0.8967068195343018)","(14583, 0.8846661448478699)","(14582, 0.8790467381477356)","(14585, 0.8779701590538025)","(14581, 0.8778290152549744)"
14318,"(1989, 0.8279465436935425)","(1988, 0.8226813077926636)","(15749, 0.7974487543106079)","(9692, 0.795714795589447)","(15750, 0.793619692325592)"
14319,"(14586, 0.8801339864730835)","(15749, 0.8738462328910828)","(14583, 0.87339186668396)","(14581, 0.8706828355789185)","(15748, 0.8688752055168152)"
14320,"(9072, 0.9828763008117676)","(9070, 0.9805097579956055)","(9071, 0.9723876714706421)","(5964, 0.9230955839157104)","(5960, 0.9222227931022644)"
14321,"(9072, 0.9836470484733582)","(9070, 0.9803573489189148)","(9071, 0.9744681715965271)","(5960, 0.9168594479560852)","(5964, 0.9155498147010803)"
14322,"(9072, 0.9806264638900757)","(9070, 0.9797086715698242)","(9071, 0.9711835980415344)","(3099, 0.9093776941299438)","(5960, 0.9077368378639221)"
14323,"(9072, 0.9828718900680542)","(9070, 0.9802466034889221)","(9071, 0.9721636176109314)","(3099, 0.917561948299408)","(5960, 0.9084208011627197)"
14324,"(9072, 0.9837002754211426)","(9070, 0.9801076650619507)","(9071, 0.9717743396759033)","(3099, 0.9125237464904785)","(5964, 0.905724287033081)"
14325,"(17618, 0.6716352105140686)","(17622, 0.6688326001167297)","(2988, 0.6683013439178467)","(1076, 0.667265772819519)","(17621, 0.6663545966148376)"
14326,"(17618, 0.6752341985702515)","(17622, 0.672481894493103)","(17621, 0.669960618019104)","(2988, 0.6688031554222107)","(17620, 0.6680395603179932)"
14327,"(2988, 0.6689023971557617)","(17618, 0.6678748726844788)","(1076, 0.6669572591781616)","(17622, 0.6652747392654419)","(2987, 0.6640676259994507)"
14328,"(2767, 0.991097629070282)","(2768, 0.9908751845359802)","(15067, 0.9898713231086731)","(15068, 0.9889471530914307)","(2186, 0.987703800201416)"
14329,"(2767, 0.9918999671936035)","(2768, 0.9916974902153015)","(15067, 0.989923357963562)","(15068, 0.9894139766693115)","(2186, 0.9891757965087891)"
14330,"(2768, 0.9903285503387451)","(2767, 0.9902359247207642)","(15067, 0.990109384059906)","(15068, 0.9888954162597656)","(15066, 0.9875098466873169)"
14331,"(2768, 0.9935808777809143)","(2767, 0.993558943271637)","(2187, 0.991865336894989)","(2186, 0.9917851090431213)","(766, 0.9903848767280579)"
14332,"(9645, 0.6671072840690613)","(9646, 0.6664749979972839)","(2517, 0.662187397480011)","(2518, 0.6617547273635864)","(958, 0.6539828777313232)"
14333,"(9645, 0.6724683046340942)","(9646, 0.6718277931213379)","(2518, 0.6678505539894104)","(2517, 0.6678205728530884)","(959, 0.6597165465354919)"
14334,"(9645, 0.6839718222618103)","(9646, 0.6836634874343872)","(2517, 0.6792070865631104)","(2518, 0.6788899302482605)","(959, 0.6705513000488281)"
14335,"(9645, 0.6712343096733093)","(9646, 0.6707336902618408)","(2517, 0.6675198078155518)","(2518, 0.6673025488853455)","(959, 0.6587526202201843)"
14336,"(9645, 0.67689448595047)","(9646, 0.6764312386512756)","(2517, 0.6718826293945312)","(2518, 0.6715747117996216)","(959, 0.6630472540855408)"
14337,"(9645, 0.6758554577827454)","(9646, 0.6753594875335693)","(2517, 0.6710036993026733)","(2518, 0.6709269881248474)","(959, 0.6630895137786865)"
14338,"(9645, 0.6813759803771973)","(9646, 0.6808889508247375)","(2517, 0.6766451001167297)","(2518, 0.6761376857757568)","(958, 0.6691004037857056)"
14339,"(9645, 0.6818692088127136)","(9646, 0.6813415884971619)","(2517, 0.6759032607078552)","(2518, 0.6754165887832642)","(959, 0.6679372191429138)"
14340,"(9645, 0.6714209318161011)","(9646, 0.6708440780639648)","(2517, 0.6657485961914062)","(2518, 0.6655606627464294)","(958, 0.6592957377433777)"
14341,"(9645, 0.6704326272010803)","(9646, 0.6699838638305664)","(2517, 0.6656450629234314)","(2518, 0.6651310324668884)","(958, 0.6568486094474792)"
14342,"(1726, 0.9956852793693542)","(5264, 0.9930775761604309)","(5263, 0.9925391674041748)","(5267, 0.9924856424331665)","(5266, 0.9923595786094666)"
14343,"(1726, 0.9957480430603027)","(5264, 0.9928610920906067)","(5263, 0.9926087260246277)","(5267, 0.9923055171966553)","(5265, 0.9919753670692444)"
14344,"(1726, 0.996985137462616)","(5264, 0.9945032000541687)","(5267, 0.9943310618400574)","(5263, 0.994314968585968)","(5265, 0.9938983917236328)"
14345,"(1726, 0.9960765838623047)","(5264, 0.9933451414108276)","(5263, 0.9932370185852051)","(5267, 0.993016242980957)","(5265, 0.9927533268928528)"
14346,"(2801, 0.6449282169342041)","(6689, 0.6448153257369995)","(2800, 0.6413469314575195)","(2793, 0.6411615014076233)","(2797, 0.6393672823905945)"
14347,"(6689, 0.6440009474754333)","(2801, 0.6433574557304382)","(2793, 0.6396481990814209)","(2800, 0.6395359635353088)","(2797, 0.6379234790802002)"
14348,"(6689, 0.6467138528823853)","(2801, 0.6456387639045715)","(2800, 0.6419017314910889)","(2793, 0.6418269872665405)","(2797, 0.6399160027503967)"
14349,"(2801, 0.6449972987174988)","(6689, 0.6439931988716125)","(2793, 0.6410696506500244)","(2800, 0.6410021781921387)","(2797, 0.6391459107398987)"
14350,"(15542, 0.9989470839500427)","(4434, 0.9885650277137756)","(4431, 0.9865791201591492)","(4433, 0.9857888221740723)","(4430, 0.9852518439292908)"
14351,"(4515, 0.8470577001571655)","(6693, 0.8455713987350464)","(17847, 0.8298770189285278)","(3656, 0.828364372253418)","(2977, 0.8281159400939941)"
14352,"(4515, 0.850818932056427)","(2977, 0.8352675437927246)","(6693, 0.8332105278968811)","(3656, 0.827499508857727)","(17847, 0.8263710737228394)"
14353,"(2977, 0.8435821533203125)","(4515, 0.843532919883728)","(6693, 0.8396902680397034)","(17847, 0.8392418026924133)","(8158, 0.8312614560127258)"
14354,"(4515, 0.8384854197502136)","(6693, 0.8345290422439575)","(17846, 0.8262198567390442)","(8158, 0.8256322145462036)","(17847, 0.8242388963699341)"
14355,"(16484, 0.8249460458755493)","(8158, 0.8234885931015015)","(4515, 0.8232203722000122)","(6693, 0.8203302025794983)","(8183, 0.8197311758995056)"
14356,"(7618, 0.8308438062667847)","(7617, 0.8280752897262573)","(4515, 0.8278704285621643)","(7616, 0.8225400447845459)","(6693, 0.8196884393692017)"
14357,"(1785, 0.6621566414833069)","(1786, 0.6546748876571655)","(5671, 0.6540144085884094)","(5672, 0.6500012874603271)","(1707, 0.6475890278816223)"
14358,"(1785, 0.6621578931808472)","(1786, 0.6543999910354614)","(5671, 0.6538251042366028)","(5672, 0.6498146057128906)","(1707, 0.6478789448738098)"
14359,"(1785, 0.6627081036567688)","(1786, 0.6551021337509155)","(5671, 0.6548587083816528)","(5672, 0.650990903377533)","(1707, 0.6495580077171326)"
14360,"(1785, 0.6605746150016785)","(5671, 0.6534704566001892)","(1786, 0.6530844569206238)","(5672, 0.649506151676178)","(1707, 0.646775484085083)"
14361,"(5524, 0.6446327567100525)","(5523, 0.6414902806282043)","(4316, 0.6405230164527893)","(11052, 0.6392539739608765)","(3014, 0.6388031840324402)"
14362,"(11052, 0.6457919478416443)","(5524, 0.6447606086730957)","(5523, 0.6415666937828064)","(11053, 0.6409142017364502)","(4316, 0.6402872800827026)"
14363,"(6275, 0.9459021687507629)","(7298, 0.9209527373313904)","(7297, 0.9165648818016052)","(12545, 0.8896482586860657)","(12542, 0.888274610042572)"
14364,"(2599, 0.940182626247406)","(2600, 0.9363299608230591)","(14, 0.9262127876281738)","(15, 0.9231877326965332)","(801, 0.9221113324165344)"
14365,"(2599, 0.9326194524765015)","(2600, 0.927517294883728)","(1320, 0.9264630079269409)","(801, 0.9246350526809692)","(15, 0.9213449358940125)"
14366,"(2599, 0.9261979460716248)","(2600, 0.921951949596405)","(14, 0.9206287264823914)","(801, 0.9142170548439026)","(15, 0.9128507971763611)"
14367,"(2599, 0.9287843704223633)","(2600, 0.9267395734786987)","(1060, 0.91605144739151)","(14, 0.9149268269538879)","(15, 0.9111973643302917)"
14368,"(8974, 0.6697856187820435)","(8975, 0.6629626750946045)","(2988, 0.655093252658844)","(3013, 0.6543384790420532)","(14524, 0.6538370847702026)"
14369,"(8974, 0.6636005640029907)","(8975, 0.6567696332931519)","(2988, 0.6489724516868591)","(3013, 0.6474071145057678)","(14524, 0.6472098231315613)"
14370,"(8974, 0.662277340888977)","(8975, 0.6553452610969543)","(2988, 0.6477627754211426)","(3013, 0.6475144028663635)","(2815, 0.6460251808166504)"
14371,"(8974, 0.6602610945701599)","(8975, 0.6534241437911987)","(2988, 0.6455565094947815)","(3013, 0.6450518369674683)","(2815, 0.6444470882415771)"
14372,"(8974, 0.6653274893760681)","(8975, 0.6584499478340149)","(3013, 0.6504087448120117)","(2988, 0.6494303941726685)","(1076, 0.6491397619247437)"
14373,"(8974, 0.6637580394744873)","(8975, 0.6566396355628967)","(3013, 0.6490774750709534)","(2988, 0.6486250162124634)","(1076, 0.6481797695159912)"
14374,"(8974, 0.6622077822685242)","(8975, 0.6553649306297302)","(2988, 0.6461098194122314)","(3013, 0.6461095213890076)","(1076, 0.6456911563873291)"
14375,"(8974, 0.6586711406707764)","(8975, 0.6516505479812622)","(3013, 0.6446056365966797)","(2988, 0.6445572972297668)","(1076, 0.6444886326789856)"
14376,"(12, 0.9903721809387207)","(68, 0.9879819750785828)","(3422, 0.9867820143699646)","(1795, 0.9860416650772095)","(438, 0.9860294461250305)"
14377,"(699, 0.9943971037864685)","(6125, 0.9892866611480713)","(6123, 0.9884340763092041)","(6122, 0.988431990146637)","(6124, 0.9880614280700684)"
14378,"(699, 0.9948433041572571)","(6125, 0.990498960018158)","(6123, 0.9896870255470276)","(6122, 0.9896622896194458)","(6124, 0.9894880056381226)"
14379,"(699, 0.9958240389823914)","(6125, 0.9915174841880798)","(6123, 0.9907686114311218)","(6122, 0.9906985759735107)","(6124, 0.9904587864875793)"
14380,"(699, 0.9962692260742188)","(6125, 0.9925122857093811)","(6123, 0.9918994307518005)","(6122, 0.9917144775390625)","(6124, 0.9916622042655945)"
14381,"(15784, 0.8596295714378357)","(9201, 0.8558533191680908)","(15781, 0.8494774699211121)","(9202, 0.8487074971199036)","(15785, 0.848030149936676)"
14382,"(15785, 0.8590271472930908)","(9201, 0.858856737613678)","(15784, 0.8586466908454895)","(9202, 0.8560820817947388)","(5201, 0.8543533682823181)"
14383,"(15784, 0.8729747533798218)","(9201, 0.8667040467262268)","(15785, 0.8640730381011963)","(6417, 0.8615103363990784)","(9202, 0.8610010743141174)"
14384,"(15784, 0.8542299270629883)","(15785, 0.849257230758667)","(9201, 0.8482380509376526)","(803, 0.8449089527130127)","(805, 0.8448007106781006)"
14385,"(14524, 0.6556685566902161)","(4316, 0.6455585956573486)","(4315, 0.6447029113769531)","(14523, 0.6437586545944214)","(1788, 0.6413676738739014)"
14386,"(14524, 0.6563103199005127)","(4316, 0.645361602306366)","(4315, 0.6447195410728455)","(14523, 0.644303560256958)","(1788, 0.6410996317863464)"
14387,"(14524, 0.6588075757026672)","(4316, 0.648204505443573)","(4315, 0.6472434997558594)","(14523, 0.6470370292663574)","(1788, 0.6440990567207336)"
14388,"(14524, 0.6556220650672913)","(4316, 0.6456562876701355)","(4315, 0.6445494294166565)","(14523, 0.6438507437705994)","(1788, 0.6419748067855835)"
14389,"(14524, 0.6558617353439331)","(4316, 0.6464624404907227)","(4315, 0.6454505324363708)","(14523, 0.6439855098724365)","(1788, 0.6415853500366211)"
14390,"(14524, 0.6577209234237671)","(14523, 0.645965039730072)","(4316, 0.6456677913665771)","(4315, 0.6448561549186707)","(1788, 0.6421536207199097)"
14391,"(12340, 0.9833686947822571)","(12341, 0.9795020222663879)","(7689, 0.9793362021446228)","(7690, 0.9789088368415833)","(7691, 0.9719670414924622)"
14392,"(12340, 0.9854862689971924)","(7689, 0.9845015406608582)","(12341, 0.9828434586524963)","(7690, 0.9823101162910461)","(7691, 0.9803842306137085)"
14393,"(7689, 0.9842303395271301)","(7690, 0.9833147525787354)","(12340, 0.9829643368721008)","(12341, 0.9781755208969116)","(7691, 0.9776521325111389)"
14394,"(7689, 0.9834451675415039)","(7691, 0.9807891845703125)","(7690, 0.9788858890533447)","(12340, 0.9784707427024841)","(12341, 0.9775378108024597)"
14395,"(12987, 0.9513530135154724)","(12985, 0.9482083320617676)","(12988, 0.9475797414779663)","(12984, 0.9456968903541565)","(12986, 0.944519579410553)"
14396,"(12985, 0.9575845003128052)","(12984, 0.9555115699768066)","(12988, 0.9548248648643494)","(12987, 0.9527686238288879)","(12986, 0.9512987732887268)"
14397,"(12988, 0.9481025338172913)","(12985, 0.9469722509384155)","(12987, 0.9459062218666077)","(12984, 0.9428672790527344)","(12986, 0.9406824111938477)"
14398,"(12987, 0.9472910165786743)","(12985, 0.9431606531143188)","(12984, 0.9412263631820679)","(12988, 0.9361390471458435)","(12986, 0.9323875904083252)"
14399,"(12987, 0.9619961380958557)","(12988, 0.9581074118614197)","(12984, 0.956342875957489)","(12985, 0.9560750126838684)","(12986, 0.9507169127464294)"
14400,"(12988, 0.9538101553916931)","(12985, 0.95298171043396)","(12984, 0.9507217407226562)","(12987, 0.9485288858413696)","(12986, 0.9447435140609741)"
14401,"(12988, 0.9600586891174316)","(12987, 0.9553256034851074)","(12985, 0.9541952013969421)","(12984, 0.9535117149353027)","(12986, 0.9518573880195618)"
14402,"(6388, 0.9130269289016724)","(6387, 0.9074869155883789)","(6386, 0.9050095081329346)","(1709, 0.9009591937065125)","(8515, 0.8976272940635681)"
14403,"(6388, 0.9116286039352417)","(6387, 0.9069879651069641)","(6386, 0.8962425589561462)","(8515, 0.8919017314910889)","(8514, 0.8872047662734985)"
14404,"(6388, 0.9326326251029968)","(6387, 0.9280629754066467)","(6386, 0.9184582829475403)","(8515, 0.9117827415466309)","(8514, 0.9062371850013733)"
14405,"(6388, 0.9081617593765259)","(6387, 0.9033529758453369)","(6386, 0.895330548286438)","(8515, 0.8908542394638062)","(1709, 0.8901270627975464)"
14406,"(6388, 0.9133268594741821)","(6387, 0.911328136920929)","(6386, 0.9025163054466248)","(1709, 0.8993827700614929)","(8515, 0.8983500599861145)"
14407,"(6388, 0.9182778596878052)","(6387, 0.915764570236206)","(6386, 0.9035388827323914)","(8515, 0.8988720774650574)","(1709, 0.8976032137870789)"
14408,"(751, 0.8742556571960449)","(9656, 0.8568074107170105)","(12873, 0.8273687362670898)","(12876, 0.821678876876831)","(11539, 0.8214272260665894)"
14409,"(751, 0.8564090132713318)","(9656, 0.8408327698707581)","(12876, 0.8197260499000549)","(11708, 0.8154295086860657)","(12874, 0.8141943216323853)"
14410,"(751, 0.8554080724716187)","(9656, 0.8431796431541443)","(12727, 0.8232627511024475)","(11539, 0.8208991885185242)","(11542, 0.8189162611961365)"
14411,"(751, 0.8563970327377319)","(9656, 0.8417547345161438)","(11708, 0.8253725171089172)","(11542, 0.8248082399368286)","(11539, 0.8242112398147583)"
14412,"(751, 0.8628496527671814)","(9656, 0.840660572052002)","(11542, 0.8317214846611023)","(11539, 0.8293248414993286)","(11712, 0.826575756072998)"
14413,"(751, 0.8661098480224609)","(9656, 0.8510918021202087)","(11708, 0.8210833668708801)","(11539, 0.8189371228218079)","(14420, 0.817644476890564)"
14414,"(751, 0.860008180141449)","(9656, 0.8391898274421692)","(11708, 0.8239516019821167)","(11542, 0.8231201767921448)","(11712, 0.8222323060035706)"
14415,"(751, 0.8599490523338318)","(9656, 0.8413417339324951)","(11539, 0.8341026306152344)","(11542, 0.8337399959564209)","(11540, 0.8240543603897095)"
14416,"(751, 0.8665593266487122)","(9656, 0.8481932878494263)","(11708, 0.8410900831222534)","(11707, 0.8386285901069641)","(11712, 0.8382797837257385)"
14417,"(751, 0.8659511208534241)","(9656, 0.8428332805633545)","(11542, 0.8338915109634399)","(11539, 0.8335523009300232)","(11712, 0.8308945298194885)"
14418,"(11541, 0.8488620519638062)","(11540, 0.8398927450180054)","(11712, 0.8386647701263428)","(11542, 0.835869312286377)","(11539, 0.8354173898696899)"
14419,"(11712, 0.8350257873535156)","(11541, 0.83380126953125)","(11708, 0.8257838487625122)","(11542, 0.8233752846717834)","(11706, 0.8228974342346191)"
14420,"(11541, 0.8443442583084106)","(11712, 0.8435536026954651)","(11542, 0.8409406542778015)","(11540, 0.8370290994644165)","(17957, 0.83475261926651)"
14421,"(11541, 0.843009352684021)","(11540, 0.8332140445709229)","(11712, 0.830818772315979)","(11542, 0.8289600014686584)","(11539, 0.8250274062156677)"
14422,"(7479, 0.8362823724746704)","(11712, 0.834725558757782)","(11541, 0.8334235548973083)","(7481, 0.8331005573272705)","(11708, 0.8330091238021851)"
14423,"(11541, 0.8529695272445679)","(11542, 0.8444166779518127)","(11540, 0.8443456888198853)","(11539, 0.839772641658783)","(11712, 0.8333250880241394)"
14424,"(11541, 0.8449993133544922)","(11712, 0.8409875631332397)","(11708, 0.8377755284309387)","(11540, 0.8367652297019958)","(11542, 0.8333813548088074)"
14425,"(7481, 0.8438330292701721)","(11541, 0.8427718877792358)","(7479, 0.8425953984260559)","(11712, 0.8399180173873901)","(11708, 0.8350785374641418)"
14426,"(11712, 0.8467148542404175)","(11708, 0.8412896394729614)","(11541, 0.8400141000747681)","(11706, 0.8355765342712402)","(11540, 0.8341688513755798)"
14427,"(11384, 0.8717840313911438)","(11385, 0.8629447221755981)","(8594, 0.862534761428833)","(8593, 0.8620960712432861)","(8591, 0.8561485409736633)"
14428,"(8593, 0.867106556892395)","(11384, 0.8643026947975159)","(8591, 0.8585166931152344)","(11385, 0.8579803109169006)","(8594, 0.855911910533905)"
14429,"(11384, 0.865633487701416)","(8593, 0.8642195463180542)","(8594, 0.8580598831176758)","(11385, 0.8569655418395996)","(8591, 0.8556441068649292)"
14430,"(11385, 0.8713095784187317)","(11384, 0.8683937191963196)","(8593, 0.8646742105484009)","(8594, 0.8619791865348816)","(8591, 0.8553425073623657)"
14431,"(11385, 0.87823086977005)","(8593, 0.8730894327163696)","(11384, 0.8728126883506775)","(8594, 0.8621299862861633)","(13173, 0.8614140152931213)"
14432,"(11384, 0.8756152391433716)","(8593, 0.8682374954223633)","(8594, 0.8677010536193848)","(8591, 0.8637465238571167)","(11385, 0.8635129928588867)"
14433,"(13797, 0.9099919199943542)","(12422, 0.8984035849571228)","(17312, 0.8973835706710815)","(12420, 0.8973475098609924)","(13795, 0.8970835208892822)"
14434,"(17312, 0.9169703722000122)","(17313, 0.9090933203697205)","(17311, 0.9048879146575928)","(13797, 0.8960213661193848)","(12422, 0.8888970613479614)"
14435,"(17312, 0.9135644435882568)","(17311, 0.9020475745201111)","(17313, 0.9016441702842712)","(13797, 0.8953840136528015)","(13796, 0.8792489767074585)"
14436,"(13797, 0.9078691601753235)","(17312, 0.8990528583526611)","(13795, 0.8947821855545044)","(12422, 0.8943821787834167)","(12420, 0.8927785158157349)"
14437,"(17312, 0.9128626585006714)","(17313, 0.9060295820236206)","(17311, 0.9024894833564758)","(13797, 0.8885732889175415)","(12422, 0.8813053965568542)"
14438,"(17312, 0.9114053845405579)","(17311, 0.9021186828613281)","(13797, 0.8971231579780579)","(17313, 0.8967958688735962)","(12422, 0.8828115463256836)"
14439,"(13797, 0.8307050466537476)","(12422, 0.8254922032356262)","(12772, 0.8253570199012756)","(3193, 0.8243280053138733)","(12420, 0.8161099553108215)"
14440,"(959, 0.6591084599494934)","(7755, 0.6573870182037354)","(958, 0.6557760238647461)","(13108, 0.6514402627944946)","(13107, 0.6510677337646484)"
14441,"(959, 0.660447359085083)","(7755, 0.6589354276657104)","(958, 0.6571312546730042)","(13108, 0.6524810194969177)","(13107, 0.6521903276443481)"
14442,"(959, 0.6608451008796692)","(7755, 0.6590861082077026)","(958, 0.6577571034431458)","(13108, 0.6529331803321838)","(13107, 0.6526199579238892)"
14443,"(959, 0.6605862975120544)","(958, 0.6575103402137756)","(7755, 0.6574259996414185)","(13108, 0.6519072651863098)","(13107, 0.6514073610305786)"
14444,"(12176, 0.9295112490653992)","(12174, 0.9272053241729736)","(12177, 0.914005696773529)","(12175, 0.9075186252593994)","(9352, 0.8757078647613525)"
14445,"(12174, 0.9343346953392029)","(12176, 0.9153688549995422)","(12175, 0.9052252769470215)","(12177, 0.8968755602836609)","(9349, 0.8780915141105652)"
14446,"(12174, 0.9385581612586975)","(12176, 0.9375929832458496)","(12175, 0.9338928461074829)","(12177, 0.9178101420402527)","(9349, 0.8855569362640381)"
14447,"(12174, 0.9384647607803345)","(12176, 0.9340164065361023)","(12175, 0.925484836101532)","(12177, 0.9170916080474854)","(9349, 0.8668442368507385)"
14448,"(12176, 0.9412590265274048)","(12174, 0.9409347176551819)","(12175, 0.9202065467834473)","(12177, 0.9178646802902222)","(9352, 0.8835602402687073)"
14449,"(12174, 0.9386425614356995)","(12176, 0.9374082684516907)","(12175, 0.9346480369567871)","(12177, 0.91639643907547)","(9349, 0.8866530060768127)"
14450,"(12176, 0.9484723210334778)","(12174, 0.9426248669624329)","(12175, 0.9333912134170532)","(12177, 0.9277406930923462)","(9352, 0.8839481472969055)"
14451,"(9202, 0.8931214213371277)","(9203, 0.8896899819374084)","(6417, 0.8788800239562988)","(9201, 0.878792941570282)","(12535, 0.8633787035942078)"
14452,"(9202, 0.9003186821937561)","(9203, 0.8958261013031006)","(9201, 0.889305591583252)","(6417, 0.8722701072692871)","(12533, 0.8715536594390869)"
14453,"(9203, 0.9010143876075745)","(9202, 0.9005376100540161)","(9201, 0.8953286409378052)","(6417, 0.8790640234947205)","(12535, 0.8695322871208191)"
14454,"(9202, 0.9086568355560303)","(9203, 0.9016706347465515)","(9201, 0.8978442549705505)","(6417, 0.8907607197761536)","(12537, 0.8770773410797119)"
14455,"(11356, 0.9966269731521606)","(11351, 0.9963731169700623)","(11352, 0.9961453676223755)","(11353, 0.9957491159439087)","(11357, 0.995603621006012)"
14456,"(11356, 0.9961199164390564)","(11351, 0.9959992170333862)","(11352, 0.9956332445144653)","(11357, 0.9952968955039978)","(11353, 0.9951712489128113)"
14457,"(11356, 0.9966529011726379)","(11351, 0.9965629577636719)","(11352, 0.9964596629142761)","(11357, 0.9959089159965515)","(11355, 0.9958306550979614)"
14459,"(10523, 0.9214843511581421)","(11078, 0.9103609323501587)","(8190, 0.9098706841468811)","(11077, 0.9066740870475769)","(11080, 0.8980501890182495)"
14460,"(10523, 0.9029415845870972)","(11078, 0.8978704810142517)","(8190, 0.8942127227783203)","(13086, 0.8936915397644043)","(11077, 0.8904930949211121)"
14461,"(11078, 0.8954119086265564)","(10523, 0.8902983665466309)","(5542, 0.8870513439178467)","(5543, 0.8850220441818237)","(11077, 0.8837881088256836)"
14462,"(10523, 0.8987026214599609)","(11078, 0.8980496525764465)","(8190, 0.891112744808197)","(11077, 0.890981912612915)","(13086, 0.8849614262580872)"
14463,"(13200, 0.8765584230422974)","(5353, 0.8765048384666443)","(7635, 0.8703792691230774)","(5355, 0.8698295950889587)","(5755, 0.8668072819709778)"
14464,"(5353, 0.8837969303131104)","(5355, 0.8785122632980347)","(13200, 0.8784092664718628)","(7635, 0.8722161054611206)","(5755, 0.8695620894432068)"
14465,"(5353, 0.8710381984710693)","(13200, 0.8688386678695679)","(5355, 0.8657322525978088)","(5756, 0.862640380859375)","(7635, 0.8618361949920654)"
14466,"(5353, 0.8845235705375671)","(13200, 0.8811824917793274)","(5355, 0.8762885928153992)","(5356, 0.8702960014343262)","(5756, 0.8699005842208862)"
14467,"(5353, 0.8855732679367065)","(13200, 0.8772642016410828)","(5355, 0.8757584691047668)","(7635, 0.8752221465110779)","(7632, 0.8712342977523804)"
